site_no,dateTime,parm_cd,state
03298150,2022-05-25T18:45:00Z,00095,KY
03298200,2022-05-25T18:15:00Z,00095,KY
03298250,2022-05-25T18:15:00Z,00095,KY
03298300,2022-05-25T18:15:00Z,00095,KY
03301900,2022-05-25T18:15:00Z,00095,KY
03301940,2022-05-25T18:15:00Z,00095,KY
03302000,2022-05-25T18:15:00Z,00095,KY
03302030,2022-05-25T18:15:00Z,00095,KY
03302050,2022-05-25T18:15:00Z,00095,KY
03302060,2022-05-25T18:30:00Z,00095,KY
03311000,2018-01-31T05:45:00Z,00095,KY
03321500,2022-05-25T18:15:00Z,00095,KY
03400800,2022-05-25T18:30:00Z,00095,KY
03410590,2017-08-03T15:00:00Z,00095,KY
07374000,2022-05-25T18:00:00Z,99133,LA
07374000,2022-05-25T18:00:00Z,00095,LA
01018035,2019-10-08T18:30:00Z,00095,ME
01021050,2021-10-01T05:00:00Z,00095,ME
01036390,2013-10-01T03:00:00Z,00095,ME
01493112,2019-11-04T13:00:00Z,99133,MD
01579550,2021-09-08T14:15:00Z,99133,MD
01579550,2022-05-25T19:00:00Z,99133,MD
01646500,2019-06-11T15:00:00Z,99133,MD
01646500,2022-05-25T19:00:00Z,99133,MD
01493112,2019-11-04T15:30:00Z,00095,MD
01579550,2022-05-25T19:05:00Z,00095,MD
01581752,2022-05-22T21:35:00Z,00095,MD
01585075,2022-05-25T19:05:00Z,00095,MD
01585219,2022-05-25T18:50:00Z,00095,MD
01589290,2022-05-25T18:50:00Z,00095,MD
01636845,2020-07-06T12:40:00Z,00095,MD
01636846,2020-07-01T13:55:00Z,00095,MD
01638500,2022-05-25T18:45:00Z,00095,MD
01642198,2022-05-25T18:35:00Z,00095,MD
01642199,2022-05-25T19:10:00Z,00095,MD
01646500,2019-05-27T20:00:00Z,00095,MD
01646500,2019-10-01T16:45:00Z,00095,MD
01646500,2022-05-25T18:45:00Z,00095,MD
01649190,2022-05-25T19:05:00Z,00095,MD
01649500,2022-05-25T19:05:00Z,00095,MD
01650800,2022-05-25T19:05:00Z,00095,MD
01651000,2022-05-25T18:30:00Z,00095,MD
01651730,2022-05-25T19:00:00Z,00095,MD
01658000,2011-06-27T04:45:00Z,00095,MD
01161280,2022-05-25T19:00:00Z,99133,MA
01095220,2022-05-25T18:30:00Z,00095,MA
01095375,2022-05-25T18:30:00Z,00095,MA
01095434,2022-05-25T18:20:00Z,00095,MA
010965305,2020-08-31T14:45:00Z,00095,MA
01100475,2020-07-27T15:30:00Z,00095,MA
01100671,2020-09-29T20:00:00Z,00095,MA
01104370,2022-05-25T18:40:00Z,00095,MA
01104405,2022-05-25T18:40:00Z,00095,MA
01104410,2022-05-25T18:30:00Z,00095,MA
01104415,2022-05-25T18:30:00Z,00095,MA
01104420,2022-05-25T18:30:00Z,00095,MA
01104430,2022-05-25T18:45:00Z,00095,MA
01104430,2022-05-25T19:00:00Z,00095,MA
01104433,2007-10-17T03:55:00Z,00095,MA
01104453,2022-05-25T18:40:00Z,00095,MA
01104455,2022-05-25T18:40:00Z,00095,MA
01104460,2022-05-25T18:40:00Z,00095,MA
01104475,2022-05-25T18:30:00Z,00095,MA
01104480,2016-10-19T04:45:00Z,00095,MA
01108000,2020-10-05T13:30:00Z,00095,MA
01108410,2020-10-05T15:15:00Z,00095,MA
01111230,2014-10-01T05:00:00Z,00095,MA
01161280,2022-02-23T16:15:00Z,00095,MA
01168250,2022-05-25T18:30:00Z,00095,MA
04165500,2022-01-19T20:03:00Z,99133,MI
04166500,2022-05-25T19:02:00Z,99133,MI
04168400,2022-05-25T18:03:00Z,99133,MI
04040000,2022-05-25T18:15:00Z,00095,MI
04043097,2022-05-25T18:30:00Z,00095,MI
04043126,2013-10-01T04:45:00Z,00095,MI
04043140,2013-10-01T04:45:00Z,00095,MI
04043150,2013-10-01T04:45:00Z,00095,MI
04043238,2020-07-30T13:45:00Z,00095,MI
04043244,2022-05-25T19:00:00Z,00095,MI
04043275,2017-01-25T04:45:00Z,00095,MI
04057801,2022-05-25T19:00:00Z,00095,MI
04059500,2022-05-25T19:00:00Z,00095,MI
04101500,2022-05-25T19:00:00Z,00095,MI
04108660,2022-05-25T19:00:00Z,00095,MI
04118564,2022-05-25T19:00:00Z,00095,MI
04118997,2022-05-25T19:01:00Z,00095,MI
04119400,2022-05-25T18:48:00Z,00095,MI
04142000,2022-05-25T18:15:00Z,00095,MI
04144032,2019-04-08T12:15:00Z,00095,MI
041482663,2019-04-08T15:30:00Z,00095,MI
04157005,2022-05-25T19:00:00Z,00095,MI
04161820,2022-05-25T19:00:00Z,00095,MI
04165500,2022-05-25T19:00:00Z,00095,MI
04166500,2022-05-25T18:45:00Z,00095,MI
04167150,2016-10-01T04:45:00Z,00095,MI
04168400,2022-05-25T19:00:00Z,00095,MI
04174500,2013-10-01T04:45:00Z,00095,MI
04175120,2016-10-01T04:45:00Z,00095,MI
04176500,2022-05-25T18:45:00Z,00095,MI
05374900,2020-10-21T22:45:00Z,99133,MN
05457000,2019-11-13T15:15:00Z,99133,MN
04024000,2022-05-25T19:00:00Z,00095,MN
05288580,2022-05-25T18:50:00Z,00095,MN
05288705,2022-05-25T19:00:00Z,00095,MN
05289800,2022-05-25T19:00:00Z,00095,MN
07289000,2021-10-21T16:00:00Z,99133,MS
02480285,2022-05-25T18:45:00Z,00095,MS
02481960,2018-06-08T13:30:00Z,00095,MS
02481961,2018-06-08T14:00:00Z,00095,MS
02481962,2018-06-08T01:00:00Z,00095,MS
02481970,2018-06-08T13:30:00Z,00095,MS
02481984,2018-06-08T15:00:00Z,00095,MS
02481998,2018-06-08T13:30:00Z,00095,MS
07288500,2022-05-25T18:30:00Z,00095,MS
0728875070,2017-03-08T17:30:00Z,00095,MS
301141089320300,2022-05-25T18:45:00Z,00095,MS
06818000,2022-05-25T19:00:00Z,99133,MO
06899900,2022-05-25T19:00:00Z,99133,MO
06900050,2022-05-25T18:30:00Z,99133,MO
06901500,2022-05-25T18:00:00Z,99133,MO
06902000,2018-10-07T22:15:00Z,99133,MO
06934500,2022-05-25T18:15:00Z,99133,MO
06818000,2022-05-25T19:00:00Z,00095,MO
06893620,2022-05-25T19:00:00Z,00095,MO
06893820,2022-05-25T18:15:00Z,00095,MO
06893830,2018-01-31T19:15:00Z,00095,MO
06893890,2020-06-10T18:30:00Z,00095,MO
06893970,2019-09-04T19:15:00Z,00095,MO
06894000,2022-05-25T18:30:00Z,00095,MO
06899900,2022-05-25T19:00:00Z,00095,MO
06900050,2022-05-25T18:30:00Z,00095,MO
06901500,2022-05-25T18:15:00Z,00095,MO
06902000,2017-12-11T20:45:00Z,00095,MO
06934500,2022-05-25T18:15:00Z,00095,MO
07053450,2022-01-03T20:15:00Z,00095,MO
07061270,2022-05-25T19:00:00Z,00095,MO
07061290,2022-05-25T19:00:00Z,00095,MO
06037500,2018-10-12T06:45:00Z,00095,MT
06191500,2019-09-20T10:00:00Z,00095,MT
06192980,2022-05-25T18:15:00Z,00095,MT
06306300,2022-05-25T18:15:00Z,00095,MT
06307500,2022-05-25T18:30:00Z,00095,MT
06307600,2016-11-08T06:45:00Z,00095,MT
06307616,2014-11-01T06:00:00Z,00095,MT
06307740,2016-10-31T05:45:00Z,00095,MT
06307830,2022-05-25T19:15:00Z,00095,MT
06308500,2022-05-25T19:00:00Z,00095,MT
06324500,2016-07-13T05:45:00Z,00095,MT
12301933,2022-05-25T19:00:00Z,00095,MT
12323800,2022-05-25T18:30:00Z,00095,MT
12324200,2022-05-25T18:30:00Z,00095,MT
12324400,2022-05-25T18:45:00Z,00095,MT
12340500,2022-05-25T19:00:00Z,00095,MT
06454100,2020-11-04T17:45:00Z,00095,NE
06461500,2020-10-20T10:00:00Z,00095,NE
06465500,2020-10-20T01:45:00Z,00095,NE
06478522,2021-12-15T15:45:00Z,00095,NE
06784000,2018-10-02T20:15:00Z,00095,NE
06800500,2022-05-25T18:15:00Z,00095,NE
06801000,2022-05-25T19:00:00Z,00095,NE
06805000,2022-05-25T18:45:00Z,00095,NE
06805500,2022-05-25T18:15:00Z,00095,NE
06807000,2007-11-21T05:30:00Z,00095,NE
10301500,2022-05-25T19:00:00Z,00095,NV
10302002,2022-05-25T19:00:00Z,00095,NV
10302025,2022-05-25T19:00:00Z,00095,NV
10348200,2022-05-25T19:00:00Z,00095,NV
10350500,2022-05-25T18:30:00Z,00095,NV
10351700,2022-05-25T19:00:00Z,00095,NV
01389005,2022-05-25T18:00:00Z,99133,NJ
01408500,2014-10-01T03:30:00Z,99133,NJ
01463500,2021-05-18T03:00:00Z,99133,NJ
01388000,2022-05-25T18:45:00Z,00095,NJ
01389005,2022-05-25T18:00:00Z,00095,NJ
01400500,2022-05-25T18:15:00Z,00095,NJ
01408000,2021-09-22T17:45:00Z,00095,NJ
01408029,2022-05-25T18:15:00Z,00095,NJ
01408500,2014-10-01T03:30:00Z,00095,NJ
01440000,2022-05-25T19:00:00Z,00095,NJ
01443500,2010-07-07T03:00:00Z,00095,NJ
01446500,2022-05-25T18:30:00Z,00095,NJ
01458500,2022-05-25T19:00:00Z,00095,NJ
01463500,2022-05-25T18:00:00Z,00095,NJ
01464290,2022-05-25T19:00:00Z,00095,NJ
01464500,2022-05-25T18:15:00Z,00095,NJ
01465850,2022-05-25T18:15:00Z,00095,NJ
0146587310,2022-05-25T18:15:00Z,00095,NJ
01465880,2022-05-25T18:30:00Z,00095,NJ
01466500,2022-05-25T18:15:00Z,00095,NJ
01466900,2022-05-25T18:30:00Z,00095,NJ
01467000,2022-05-25T18:30:00Z,00095,NJ
01467005,2022-05-25T18:15:00Z,00095,NJ
01467081,2022-05-25T18:15:00Z,00095,NJ
01467150,2022-05-25T19:00:00Z,00095,NJ
01477070,2022-05-25T19:00:00Z,00095,NJ
01477120,2022-05-25T18:30:00Z,00095,NJ
01482504,2008-10-02T18:30:00Z,00095,NJ
01482537,2008-10-02T04:45:00Z,00095,NJ
01482537,2008-10-02T16:30:00Z,00095,NJ
08317400,2022-05-25T17:15:00Z,00095,NM
08330000,2014-07-03T05:55:00Z,00095,NM
08405200,2022-05-25T18:15:00Z,00095,NM
08405400,2022-05-25T19:00:00Z,00095,NM
08406500,2022-05-25T18:15:00Z,00095,NM
08407500,2022-05-25T18:45:00Z,00095,NM
09364010,2022-05-25T18:15:00Z,00095,NM
09365000,2021-10-05T21:30:00Z,00095,NM
09368000,2022-05-25T19:00:00Z,00095,NM
01302020,2022-05-25T18:30:00Z,00095,NY
01304000,2022-05-25T19:00:00Z,00095,NY
01342732,2021-10-05T15:00:00Z,00095,NY
01354330,2022-05-25T19:00:00Z,00095,NY
01355475,2022-05-25T19:00:00Z,00095,NY
0135749950,2022-05-25T19:00:00Z,00095,NY
0135980207,2022-05-25T18:00:00Z,00095,NY
01413500,2022-05-25T18:45:00Z,00095,NY
01414500,2022-05-25T18:15:00Z,00095,NY
01415000,2022-05-25T18:15:00Z,00095,NY
01423000,2022-05-25T18:45:00Z,00095,NY
01433005,2022-05-25T18:15:00Z,00095,NY
01433500,2022-05-25T18:15:00Z,00095,NY
0143400680,2022-05-25T18:30:00Z,00095,NY
01434017,2022-05-25T18:45:00Z,00095,NY
01434021,2022-05-25T18:30:00Z,00095,NY
01434025,2022-05-25T18:30:00Z,00095,NY
01434498,2022-05-25T18:30:00Z,00095,NY
01434498,2022-05-25T19:00:00Z,00095,NY
01435000,2020-01-30T22:00:00Z,00095,NY
01435000,2022-05-25T18:15:00Z,00095,NY
01435000,2022-05-25T18:30:00Z,00095,NY
01436000,2022-05-25T18:15:00Z,00095,NY
01436655,2022-05-25T18:45:00Z,00095,NY
01436690,2022-05-25T18:30:00Z,00095,NY
01437100,2022-05-25T18:45:00Z,00095,NY
01437349,2022-05-25T18:00:00Z,00095,NY
01437400,2020-09-15T20:15:00Z,00095,NY
01437500,2022-05-25T19:00:00Z,00095,NY
04213500,2022-05-25T18:15:00Z,00095,NY
04219768,2022-05-25T19:00:00Z,00095,NY
04219915,2022-05-25T18:30:00Z,00095,NY
04220045,2022-05-25T18:30:00Z,00095,NY
0422016550,2022-05-25T18:15:00Z,00095,NY
0422018610,2022-05-25T18:30:00Z,00095,NY
04220223,2022-05-25T19:00:00Z,00095,NY
04226000,2019-03-27T16:45:00Z,00095,NY
04231600,2022-05-25T18:30:00Z,00095,NY
0423205010,2022-05-25T18:15:00Z,00095,NY
04249000,2022-05-25T18:45:00Z,00095,NY
0427386405,2022-05-25T18:45:00Z,00095,NY
0427386410,2022-05-25T19:00:00Z,00095,NY
04273885,2022-05-25T18:45:00Z,00095,NY
04273996,2022-05-25T18:45:00Z,00095,NY
04273997,2022-05-25T18:45:00Z,00095,NY
04274000,2022-05-25T18:45:00Z,00095,NY
04274050,2022-05-25T19:00:00Z,00095,NY
04274051,2022-05-25T19:00:00Z,00095,NY
04274200,2022-05-25T18:45:00Z,00095,NY
03512000,2022-05-25T19:00:00Z,99137,NC
0208062765,2022-05-25T18:15:00Z,00095,NC
02081022,2022-01-05T18:45:00Z,00095,NC
02081094,2022-05-25T19:00:00Z,00095,NC
0208114150,2022-05-25T18:30:00Z,00095,NC
0209303205,2012-11-27T04:45:00Z,00095,NC
02101726,2022-05-25T18:30:00Z,00095,NC
02102500,2022-05-25T18:15:00Z,00095,NC
03447687,2022-05-25T18:30:00Z,00095,NC
03448050,2022-05-25T18:30:00Z,00095,NC
0344878100,2022-05-25T18:30:00Z,00095,NC
03451200,2022-05-25T07:00:00Z,00095,NC
03451500,2022-05-25T18:30:00Z,00095,NC
03501500,2016-02-01T04:45:00Z,00095,NC
03512000,2022-05-25T19:00:00Z,00095,NC
05051522,2022-05-25T18:45:00Z,00095,ND
05054000,2022-05-25T18:15:00Z,00095,ND
05055300,2022-05-25T19:00:00Z,00095,ND
05055400,2022-05-25T19:00:00Z,00095,ND
05057000,2022-05-25T19:00:00Z,00095,ND
05057200,2017-11-08T14:15:00Z,00095,ND
05058000,2022-05-25T19:00:00Z,00095,ND
05059300,2022-05-25T18:15:00Z,00095,ND
05064500,2022-05-25T18:30:00Z,00095,ND
05082500,2022-05-25T18:45:00Z,00095,ND
05114000,2022-05-25T18:45:00Z,00095,ND
05117500,2022-05-25T18:15:00Z,00095,ND
05124000,2022-05-25T19:00:00Z,00095,ND
06329597,2014-11-12T05:45:00Z,00095,ND
06331000,2022-05-25T18:15:00Z,00095,ND
06336000,2022-05-09T18:45:00Z,00095,ND
06346500,2019-10-30T14:30:00Z,00095,ND
06348300,2019-10-30T17:15:00Z,00095,ND
06349000,2019-10-20T20:00:00Z,00095,ND
06467600,2021-06-07T12:00:00Z,00095,ND
04183500,2022-05-25T13:00:00Z,99133,OH
03098600,2022-05-25T18:15:00Z,00095,OH
03099500,2022-05-25T19:00:00Z,00095,OH
03119341,2022-05-25T18:45:00Z,00095,OH
03119971,2022-05-25T18:45:00Z,00095,OH
03119979,2022-05-25T18:15:00Z,00095,OH
03120820,2022-05-25T18:45:00Z,00095,OH
03120869,2022-05-25T18:45:00Z,00095,OH
03120961,2022-05-25T18:45:00Z,00095,OH
03125338,2022-05-25T18:30:00Z,00095,OH
03126395,2022-05-25T18:30:00Z,00095,OH
03127980,2022-05-25T18:15:00Z,00095,OH
03127986,2022-05-25T18:45:00Z,00095,OH
03127989,2022-05-25T18:15:00Z,00095,OH
03140853,2022-05-25T18:15:00Z,00095,OH
03140900,2022-05-25T18:45:00Z,00095,OH
03140950,2022-05-25T18:30:00Z,00095,OH
03219500,2022-05-25T19:00:00Z,00095,OH
03220510,2022-05-25T18:00:00Z,00095,OH
03228039,2022-04-26T17:00:00Z,00095,OH
03228300,2022-05-25T18:00:00Z,00095,OH
03255349,2015-12-22T04:30:00Z,00095,OH
03259757,2014-05-08T03:45:00Z,00095,OH
03259813,2014-05-08T03:45:00Z,00095,OH
03271510,2014-10-01T04:00:00Z,00095,OH
04183500,2022-05-25T18:45:00Z,00095,OH
04188496,2022-05-25T18:45:00Z,00095,OH
04193490,2021-11-22T17:00:00Z,00095,OH
04193500,2022-05-25T18:00:00Z,00095,OH
04195500,2013-10-01T04:30:00Z,00095,OH
04199000,2022-05-25T18:30:00Z,00095,OH
04199500,2022-05-25T19:00:00Z,00095,OH
04200500,2022-05-25T18:15:00Z,00095,OH
04208000,2022-05-25T18:30:00Z,00095,OH
04212100,2022-05-25T19:00:00Z,00095,OH
07160350,2022-05-25T19:00:00Z,00095,OK
07177500,2022-05-25T19:00:00Z,00095,OK
07178200,2022-05-25T18:30:00Z,00095,OK
071912213,2022-05-25T18:00:00Z,00095,OK
07191222,2022-05-25T18:00:00Z,00095,OK
07239450,2022-05-25T18:00:00Z,00095,OK
07239500,2021-02-23T11:00:00Z,00095,OK
07239700,2022-05-25T14:30:00Z,00095,OK
07241000,2022-05-23T19:30:00Z,00095,OK
07241520,2022-05-25T18:00:00Z,00095,OK
07241550,2022-05-25T18:00:00Z,00095,OK
07301500,2008-07-26T04:30:00Z,00095,OK
07303400,2011-10-01T05:30:00Z,00095,OK
07305000,2011-07-06T04:30:00Z,00095,OK
07331000,2009-10-01T05:00:00Z,00095,OK
11509500,2022-05-25T18:15:00Z,00095,OR
11510700,2022-05-25T18:15:00Z,00095,OR
13173600,2010-10-19T06:45:00Z,00095,OR
14012995,2022-02-10T18:29:00Z,00095,OR
14138720,2022-05-25T19:00:00Z,00095,OR
14138850,2022-05-25T19:00:00Z,00095,OR
14138870,2022-05-25T18:45:00Z,00095,OR
14138900,2022-05-25T18:45:00Z,00095,OR
14139800,2022-05-25T18:45:00Z,00095,OR
14158500,2022-05-25T18:30:00Z,00095,OR
14158740,2022-05-25T19:00:00Z,00095,OR
14158790,2022-05-25T18:45:00Z,00095,OR
14158798,2022-05-25T19:00:00Z,00095,OR
14158850,2022-05-25T18:30:00Z,00095,OR
14159500,2022-05-25T18:00:00Z,00095,OR
14162050,2022-05-25T18:30:00Z,00095,OR
14162200,2022-05-25T18:30:00Z,00095,OR
14162500,2022-05-25T18:00:00Z,00095,OR
14163000,2022-05-25T18:30:00Z,00095,OR
14163150,2022-05-25T18:30:00Z,00095,OR
14163900,2022-05-25T19:00:00Z,00095,OR
14164550,2022-05-25T18:00:00Z,00095,OR
14164900,2022-05-25T18:15:00Z,00095,OR
14181500,2022-05-25T18:00:00Z,00095,OR
14182500,2022-05-25T19:00:00Z,00095,OR
14183020,2022-05-25T18:00:00Z,00095,OR
14202650,2022-05-25T18:00:00Z,00095,OR
14202980,2022-05-25T17:00:00Z,00095,OR
14203500,2022-05-25T18:30:00Z,00095,OR
14206950,2022-05-25T18:00:00Z,00095,OR
14207200,2022-05-25T14:00:00Z,00095,OR
14209700,2022-05-25T18:30:00Z,00095,OR
14209710,2022-05-25T18:00:00Z,00095,OR
14210000,2022-05-25T17:30:00Z,00095,OR
14211010,2022-05-25T18:45:00Z,00095,OR
14301500,2014-10-02T06:45:00Z,00095,OR
14302480,2014-10-02T06:45:00Z,00095,OR
14316460,2022-05-25T18:45:00Z,00095,OR
14317450,2022-05-25T19:00:00Z,00095,OR
14317600,2022-05-25T19:00:00Z,00095,OR
14348430,2019-11-15T20:55:00Z,00095,OR
420423122363100,2019-06-11T21:35:00Z,00095,OR
420425122361700,2019-04-21T04:40:00Z,00095,OR
444728122450000,2015-12-22T07:30:00Z,00095,OR
452731123092100,2022-05-25T17:30:00Z,00095,OR
453004122510301,2022-05-25T16:30:00Z,00095,OR
453030122560101,2022-05-25T18:00:00Z,00095,OR
453250122494501,2017-11-29T21:30:00Z,00095,OR
01467200,2022-05-25T18:30:00Z,99133,PA
01477050,2020-11-02T14:00:00Z,99133,PA
01573660,2022-05-25T19:00:00Z,99133,PA
01574000,2022-05-25T19:00:00Z,99133,PA
01575598,2022-05-25T18:45:00Z,99133,PA
01575900,2022-05-25T18:15:00Z,99133,PA
01576007,2022-05-25T18:15:00Z,99133,PA
01576045,2022-05-25T19:00:00Z,99133,PA
01577500,2022-05-25T18:30:00Z,99133,PA
01427207,2022-05-25T19:00:00Z,00095,PA
01427510,2022-05-25T19:00:00Z,00095,PA
01432160,2022-05-25T19:00:00Z,00095,PA
01434000,2022-05-25T19:00:00Z,00095,PA
01438500,2022-05-25T18:30:00Z,00095,PA
01439500,2022-05-25T18:45:00Z,00095,PA
01440400,2022-05-25T19:15:00Z,00095,PA
01451380,2022-05-25T18:15:00Z,00095,PA
01451400,2022-05-25T18:30:00Z,00095,PA
01451467,2022-05-25T18:45:00Z,00095,PA
01451500,2022-05-25T18:30:00Z,00095,PA
01451630,2022-05-25T18:30:00Z,00095,PA
01451650,2022-05-25T19:00:00Z,00095,PA
01451800,2022-05-25T19:00:00Z,00095,PA
01454700,2022-05-25T18:45:00Z,00095,PA
01465500,2022-05-25T18:15:00Z,00095,PA
01465798,2022-05-25T18:30:00Z,00095,PA
014670261,2022-05-25T18:45:00Z,00095,PA
01467042,2022-05-25T18:15:00Z,00095,PA
01467048,2022-05-25T19:00:00Z,00095,PA
01467086,2022-05-25T18:30:00Z,00095,PA
01467087,2022-05-25T19:00:00Z,00095,PA
01467200,2020-12-03T14:30:00Z,00095,PA
01467200,2021-12-09T14:30:00Z,00095,PA
01467200,2022-05-25T18:30:00Z,00095,PA
01468500,2022-05-25T18:30:00Z,00095,PA
01473000,2022-05-25T18:15:00Z,00095,PA
01473169,2022-05-25T18:30:00Z,00095,PA
01473500,2022-05-25T18:30:00Z,00095,PA
01473900,2022-05-25T18:00:00Z,00095,PA
01474000,2022-05-25T19:00:00Z,00095,PA
01474500,2022-05-25T18:00:00Z,00095,PA
01474703,2022-05-25T18:30:00Z,00095,PA
01475510,2022-05-25T19:00:00Z,00095,PA
01475530,2022-05-25T18:30:00Z,00095,PA
01475548,2022-05-25T19:00:00Z,00095,PA
01475553,2020-01-21T15:30:00Z,00095,PA
01477050,2022-05-25T18:30:00Z,00095,PA
01477050,2022-05-25T18:45:00Z,00095,PA
01477050,2022-05-25T19:00:00Z,00095,PA
01478100,2022-05-25T18:30:00Z,00095,PA
01478120,2022-05-25T18:30:00Z,00095,PA
01478137,2022-05-25T19:15:00Z,00095,PA
01478185,2022-05-25T18:15:00Z,00095,PA
01478220,2022-05-25T19:00:00Z,00095,PA
01478245,2022-05-25T18:30:00Z,00095,PA
01480617,2022-05-25T18:30:00Z,00095,PA
01480870,2022-05-25T18:45:00Z,00095,PA
01481000,2022-05-25T18:30:00Z,00095,PA
01516350,2022-05-25T19:00:00Z,00095,PA
01518700,2022-05-25T19:00:00Z,00095,PA
01540500,2022-05-25T18:45:00Z,00095,PA
01542500,2022-05-25T18:30:00Z,00095,PA
01544500,2022-05-25T19:00:00Z,00095,PA
01548303,2017-10-01T05:00:00Z,00095,PA
01549700,2022-05-25T18:15:00Z,00095,PA
01567000,2015-03-27T03:30:00Z,00095,PA
01570500,2021-11-09T13:30:00Z,00095,PA
01573660,2022-05-25T19:00:00Z,00095,PA
01573695,2022-05-25T18:45:00Z,00095,PA
01573710,2022-05-25T19:00:00Z,00095,PA
01574000,2022-05-25T19:00:00Z,00095,PA
01575598,2022-05-25T18:45:00Z,00095,PA
01575900,2022-05-25T18:15:00Z,00095,PA
01576000,2017-11-20T14:00:00Z,00095,PA
01576007,2022-05-25T18:15:00Z,00095,PA
01576045,2022-05-25T19:00:00Z,00095,PA
015765195,2022-05-25T19:00:00Z,00095,PA
01576980,2018-05-09T11:30:00Z,00095,PA
01577500,2022-05-25T18:30:00Z,00095,PA
03007800,2022-05-25T18:45:00Z,00095,PA
03016000,2022-05-25T18:45:00Z,00095,PA
03027500,2022-05-25T18:45:00Z,00095,PA
03034000,2022-05-25T18:45:00Z,00095,PA
03036000,2022-05-25T18:15:00Z,00095,PA
03039040,2021-11-01T04:45:00Z,00095,PA
03039041,2017-12-19T17:15:00Z,00095,PA
03043810,2022-05-25T18:30:00Z,00095,PA
03044000,2022-05-25T18:15:00Z,00095,PA
03049640,2022-05-25T18:45:00Z,00095,PA
03072000,2022-05-25T18:15:00Z,00095,PA
03072655,2022-05-25T18:45:00Z,00095,PA
03073000,2022-05-25T18:45:00Z,00095,PA
03075070,2022-05-25T18:15:00Z,00095,PA
03077100,2022-05-25T18:45:00Z,00095,PA
03079000,2022-05-25T18:30:00Z,00095,PA
03081000,2022-05-25T18:45:00Z,00095,PA
03083500,2022-05-25T18:15:00Z,00095,PA
03105500,2022-05-25T19:00:00Z,00095,PA
03106000,2022-05-25T18:15:00Z,00095,PA
03108490,2022-05-25T18:30:00Z,00095,PA
04213152,2022-05-25T18:45:00Z,00095,PA
394337079544201,2022-05-25T18:45:00Z,00095,PA
01115098,2022-05-25T18:20:00Z,00095,RI
01115110,2022-05-25T18:20:00Z,00095,RI
01115114,2022-05-25T18:20:00Z,00095,RI
01115120,2022-05-25T18:20:00Z,00095,RI
01115170,2022-05-25T18:20:00Z,00095,RI
01115183,2022-05-25T18:20:00Z,00095,RI
01115184,2022-05-25T18:20:00Z,00095,RI
01115185,2022-05-25T18:15:00Z,00095,RI
01115187,2022-05-25T19:00:00Z,00095,RI
01115190,2022-05-25T18:20:00Z,00095,RI
01115265,2022-05-25T18:20:00Z,00095,RI
01115275,2022-05-25T18:20:00Z,00095,RI
01115276,2022-05-25T18:20:00Z,00095,RI
01115278,2022-05-25T18:15:00Z,00095,RI
01115280,2022-05-25T18:20:00Z,00095,RI
01115297,2022-05-25T17:40:00Z,00095,RI
01118500,2020-08-22T04:45:00Z,00095,RI
02110400,2022-05-25T18:15:00Z,00095,SC
02110500,2022-05-25T19:00:00Z,00095,SC
02110701,2022-05-25T19:00:00Z,00095,SC
02110704,2022-05-25T18:15:00Z,00095,SC
02135000,2022-05-25T19:00:00Z,00095,SC
02148315,2014-07-15T04:00:00Z,00095,SC
02156500,2022-05-25T19:00:00Z,00095,SC
02160105,2022-05-25T19:00:00Z,00095,SC
02160700,2022-05-25T19:00:00Z,00095,SC
02160991,2022-05-25T19:00:00Z,00095,SC
02169000,2022-05-25T19:00:00Z,00095,SC
02171500,2022-05-25T18:15:00Z,00095,SC
02171645,2022-05-25T18:30:00Z,00095,SC
06476000,2022-05-25T18:00:00Z,99133,SD
06478513,2022-05-25T19:00:00Z,99133,SD
06481000,2022-05-25T18:30:00Z,99133,SD
06418800,2019-11-22T22:30:00Z,00095,SD
06436760,2011-10-18T05:45:00Z,00095,SD
03432800,2014-10-11T04:30:00Z,99133,TN
03417500,2022-05-25T18:30:00Z,00095,TN
03418420,2022-05-25T18:30:00Z,00095,TN
03426310,2018-11-01T03:00:00Z,00095,TN
03428180,2022-05-25T19:00:00Z,00095,TN
03430200,2022-05-25T18:30:00Z,00095,TN
03431083,2022-05-25T18:30:00Z,00095,TN
03431091,2022-05-25T18:30:00Z,00095,TN
03431514,2022-05-25T18:30:00Z,00095,TN
03432100,2014-10-26T04:30:00Z,00095,TN
03432331,2015-10-28T04:30:00Z,00095,TN
0343233905,2022-05-25T19:00:00Z,00095,TN
03432350,2014-10-30T04:30:00Z,00095,TN
03432390,2012-10-01T05:45:00Z,00095,TN
034324146,2022-05-25T19:00:00Z,00095,TN
03432670,2015-10-28T17:30:00Z,00095,TN
03432800,2015-10-28T19:00:00Z,00095,TN
03433500,2020-01-30T16:30:00Z,00095,TN
03433640,2009-10-01T05:45:00Z,00095,TN
03434500,2020-01-30T15:15:00Z,00095,TN
03434870,2019-09-25T14:30:00Z,00095,TN
03527620,2022-05-25T18:45:00Z,00095,TN
03597860,2012-10-01T05:30:00Z,00095,TN
03598000,2009-10-01T05:30:00Z,00095,TN
03598165,2009-06-18T04:45:00Z,00095,TN
0359816545,2009-06-23T04:45:00Z,00095,TN
03598169,2009-06-16T04:45:00Z,00095,TN
03598173,2009-07-01T04:45:00Z,00095,TN
03598177,2009-07-01T04:45:00Z,00095,TN
