"","wy","site_code","method","GN_Al_ICP","GN_Ca","GN_Cl","GN_DIC","GN_DOC","GN_DON","GN_F","GN_Fe","GN_K","GN_Mg","GN_Mn","GN_Na","GN_NH4_N","GN_NO3_N","GN_OMAl","GN_PO4_P","GN_SiO2_Si","GN_SO4_S","GN_TDN","GN_TMAl"
"37","1984","w1","wrtds",NA,12.0940190712702,5.01507308490111,NA,NA,NA,NA,NA,2.48255138957254,2.60647013121226,NA,7.13788993336818,0.166387580022765,3.45568106252796,NA,0.0164716711941832,18.9967383560661,19.575672737085,NA,NA
"38","1983","w1","wrtds",NA,8.76469969235456,3.76390830661019,NA,NA,NA,NA,NA,1.68189820547604,1.8880831108254,NA,5.21540386246248,0.0925350639568911,2.61537525584747,NA,0.00918557090690707,13.6636468804143,13.9277052848137,NA,NA
"39","1982","w1","wrtds",NA,7.70241624882263,3.15822347345839,NA,NA,NA,NA,NA,1.48756388491219,1.6303029372774,NA,4.39865478144696,0.0818978620035473,2.20335804904627,NA,0.00785233100723513,11.5189583713835,11.9887436398196,NA,NA
"40","1981","w1","wrtds",NA,15.308988015677,6.15994850322782,NA,NA,NA,NA,NA,3.13805822553837,3.16543560673244,NA,7.88251223638307,0.150472986968875,5.00037979480015,NA,0.0161106201062687,21.4440374949863,23.0449471449187,NA,NA
"41","1980","w1","wrtds",NA,7.90319108436624,3.01338991850829,NA,NA,NA,NA,NA,1.52654511867423,1.63673810606214,NA,4.01005250485809,0.0682701347936586,2.74904957518822,NA,0.00596793963248316,10.7778320511742,11.3925741119437,NA,NA
"42","1979","w1","wrtds",NA,12.4122748807948,4.56964725423717,NA,NA,NA,NA,NA,2.53361621042624,2.52832609517955,NA,5.78668404940456,0.11244659141245,5.16816386379743,NA,0.00981482962415797,15.5730180207339,17.0922346540873,NA,NA
"43","1978","w1","wrtds",NA,11.0469765110896,3.87967124563225,NA,NA,NA,NA,NA,2.13259847918037,2.23256101181109,NA,4.94468060493827,0.0914027272368493,4.85516509321907,NA,0.00743273691716837,13.2965731785989,14.6455365285303,NA,NA
"44","1977","w1","wrtds",NA,12.9424188551432,4.21899844198169,NA,NA,NA,NA,NA,2.52009507760835,2.59414821071311,NA,5.41389474705917,0.114456313295752,5.82118245327847,NA,0.00795913536615854,15.0378100997673,16.9646442088958,NA,NA
"45","1976","w1","wrtds",NA,17.0922466293329,5.3240907014805,NA,NA,NA,NA,NA,2.94456027951462,3.40668963395292,NA,6.90718140174172,0.151115408183048,7.9353196711102,NA,0.00884792908130388,19.278723487441,21.9761099558438,NA,NA
"46","1975","w1","wrtds",NA,14.9460746957259,4.455292630725,NA,NA,NA,NA,NA,2.37568736114356,2.94281987283608,NA,5.85146891955338,0.132943873359441,6.2353838290332,NA,0.00749967316405002,16.7294681905192,19.3836711043871,NA,NA
"47","1974","w1","wrtds",NA,18.1020689534091,5.33979528715303,NA,NA,NA,NA,NA,2.87080546585476,3.61522451694144,NA,6.926034378328,0.158855557428933,9.20158037891872,NA,0.00758456053011282,19.0228472178185,22.1256915569356,NA,NA
"48","1973","w1","wrtds",NA,20.2618493279779,5.72539081483597,NA,NA,NA,NA,NA,3.12065231774769,4.01808370720644,NA,7.53466202019386,0.199667676832716,10.1024546630359,NA,0.00961675435885453,20.9656302401916,25.1503971512233,NA,NA
"49","1972","w1","wrtds",NA,12.9305176783091,3.63325462191161,NA,NA,NA,NA,NA,1.94061668373186,2.65856151190282,NA,5.06951073452585,0.126353330614631,6.34915185860011,NA,NA,13.7879120600395,16.4325399832556,NA,NA
"50","1971","w1","wrtds",NA,11.0924832869289,3.22431503064416,NA,NA,NA,NA,NA,1.74035603577466,2.37574840747406,NA,4.50716834702317,0.112643327959313,6.18093044242873,NA,NA,11.9022013423274,14.1073021650766,NA,NA
"51","1970","w1","wrtds",NA,13.6344090308536,NA,NA,NA,NA,NA,NA,2.13985188020443,2.98787015595223,NA,5.57648460551257,NA,NA,NA,NA,NA,NA,NA,NA
"52","1969","w1","wrtds",NA,14.0284263040572,NA,NA,NA,NA,NA,NA,2.36792336573345,3.12663196532796,NA,5.73800592311067,NA,NA,NA,NA,NA,NA,NA,NA
"53","1968","w1","wrtds",NA,14.0193170638991,NA,NA,NA,NA,NA,NA,2.40354124689079,3.21614683742415,NA,5.89074805962525,NA,NA,NA,NA,NA,NA,NA,NA
"54","1967","w1","wrtds",NA,12.5939063309954,NA,NA,NA,NA,NA,NA,2.11483117599668,2.96680142875242,NA,5.53180647145498,NA,NA,NA,NA,NA,NA,NA,NA
"55","1966","w1","wrtds",NA,10.308216233759,NA,NA,NA,NA,NA,NA,1.65290077440669,2.58636375868588,NA,4.97595548863383,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020","w1","rating",1.06939618480256,5.75967608413092,2.5988082391839,4.78461532235503,17.3506582562673,0.586450661779205,0.144639522521567,0.0237987785627939,0.741218212252155,0.84294100751298,0.0169409025679099,3.49413611379174,0.0380759049619644,2.58256032750083,0.179916279333331,0.00227589502021786,13.7224778274157,5.00001919209399,2.30096874310764,0.559533762164553
"57","2019","w1","rating",1.69681240815695,9.09616095857294,4.39791878565008,4.32296163022709,29.7427577803061,0.87282992241265,0.356035495399425,0.0305051226604915,1.4199139759514,1.20417668364593,0.0399709292871353,5.52960904419731,0.100519373238214,2.5320041419183,0.404034333326094,0.00488289175609622,19.1512361000797,7.28066487116511,3.112757118662,0.848549895649837
"58","2018","w1","rating",1.37455906641392,6.70760812272578,4.53456003829771,3.22500157197734,24.4778715622766,0.701184602974861,0.310441252892692,0.0288318654296135,1.08961249417583,0.916521316496177,0.0329635231063029,4.17580960174607,0.0665015821083006,0.874216608825425,0.362546984090542,0.00433106672106427,15.0904819835217,6.34117236866554,1.89061836040598,0.734276261531846
"59","2017","w1","rating",1.06233330981608,5.92916341715742,2.97874742285005,2.76943790209837,17.9160112754106,0.592619670383348,0.208292129563787,0.0265949678570594,0.789907366443292,0.840386922165851,0.0160450676503544,3.45880322469749,0.0281617681624304,0.788358662134549,0.220371832713253,0.0032059508414982,13.1290076852851,5.60888524906934,1.51358735664086,0.535098844433091
"60","2016","w1","rating",0.92209993124171,6.28407463646603,2.78544115383756,2.59872810065696,14.9708483396542,0.459892477144894,0.19720586512323,0.0158693214191444,0.732698909441751,0.775960535576635,0.0213983326098866,3.64340406023912,0.0247230583173126,1.49908466481911,0.243381881035203,0.00280175780567976,12.6658633420433,5.00189063567886,1.80426104388727,0.403302525689869
"61","2015","w1","rating",1.19073304130908,8.80356983179345,3.37277743472056,3.07342947352253,16.2869163466178,0.350760375078228,0.219524120978827,0.0252024366429511,0.986348220268213,1.11012339782521,0.0652920260603568,4.05260733729074,0.0667977574872649,3.99004426448445,0.283039757699307,0.00327239117515974,14.7903221925268,5.71346911677705,3.90169748190389,0.557796668575494
"62","2014","w1","rating",1.05781602075485,11.8638223005802,3.02998570014152,3.40900304952547,17.4532078337277,0.446074585609904,0.248660233439828,0.0207673571623494,1.77963186552954,1.43675132862037,0.139967608872875,4.87534633420837,0.0637606264887045,17.5522908902985,0.294937310968498,0.00369274668283982,15.1572740005561,5.80696932733664,10.0367029346014,0.716652649413285
"63","2013","w1","rating",1.20645794360235,12.1199023511263,4.25336037522505,3.67667164128703,20.7650192815798,0.711661899688316,0.351337420976788,0.085238870280205,1.43759342755275,1.5017925543949,0.120151411039443,6.13126345402509,0.0391331936541702,7.20039361011114,0.38646953997142,0.00479855018678732,21.0886248330906,8.3661312414026,6.89597735694319,0.745751276293001
"64","2012","w1","rating",NA,15.019080974972,4.12094669355783,5.09897997808372,32.6463172040349,0.984173860124723,NA,NA,1.13683012179535,1.67835075528001,NA,6.92222788634106,0.0391104716012419,6.60771515714805,0.465169587901417,0.00468214940280952,28.5823864036708,11.6396283726472,6.88967781607329,0.901413189576399
"65","2011","w1","rating",NA,15.8039563280316,5.45082018868768,5.22840841441402,38.8087445024068,1.32953096356826,NA,NA,1.79899009263887,1.96154651265052,NA,7.68997016301953,0.0530882389090291,1.9021943470525,NA,0.00222978623814402,30.5885695507247,14.0114301356079,3.58285147553704,NA
"66","2010","w1","rating",NA,12.2023650473718,3.97194524409019,4.51828232025453,26.914696778141,1.18131887329255,NA,NA,1.67040076856589,1.61840406694072,NA,5.85544977819854,0.042127311372909,0.611935375148125,NA,0.00176941072221821,24.3495861769459,11.8526788634412,2.01872222804572,NA
"67","2009","w1","rating",NA,13.6243144535122,3.45811459510552,5.28243031966211,27.6650704666186,1.42120675327319,NA,NA,1.0523675563891,1.72176890912185,NA,6.41346949154798,0.0457835680065451,0.375065845406842,NA,0.0020174797987112,27.2191040654263,14.0962899595888,2.28459075967066,0.573781077410271
"68","2008","w1","rating",NA,14.3189128966681,3.86598617711887,4.71935713081897,29.1666615564797,0.851437903382838,NA,NA,1.7457251338012,1.85180598299946,NA,6.78962348361345,0.0445968034714283,0.663292318111316,NA,0.0022109101536514,27.4372569913221,14.6364342735638,2.35058859108013,0.335134507179169
"69","2007","w1","rating",NA,12.4215379742224,3.71575845570574,3.90569016109373,22.6938136345045,0.381536169699991,NA,NA,2.00322493196684,1.5775869480277,NA,6.11667514863249,0.0368756950264434,4.04630614135523,NA,0.00138750654481187,23.1736671721462,12.110545005954,3.44040050840095,0.491222118082229
"70","2006","w1","rating",NA,14.2826188550583,4.99441629408085,4.48778591833793,NA,NA,NA,NA,2.2908976607375,1.77735344341516,NA,7.13735559871668,0.0446189645829909,0.515504839579868,NA,0.00187406392134934,26.5418998781743,15.2769647244596,NA,NA
"71","2005","w1","rating",NA,12.3723124529069,4.66326386300411,4.12068796321112,NA,NA,NA,NA,2.25368211879661,1.68529411204855,NA,6.81975641667087,0.0390591564834024,0.882850296782614,NA,0.00158694073010323,25.6486831722027,14.6712090866903,NA,NA
"72","2004","w1","rating",NA,15.0486358710456,5.85631889622529,5.44653700449099,NA,NA,NA,NA,1.49088285309266,1.96594464084494,NA,7.95302980554978,0.0430898388696872,0.802141659473103,NA,0.00346408986881831,33.0648048445077,17.2028879645776,NA,NA
"73","2003","w1","rating",NA,9.92478680811306,3.43714919007465,3.71156771943984,NA,NA,NA,NA,1.25440771031961,1.42143357200386,NA,5.58449362443986,0.0293312598735529,0.152080033661496,NA,0.0040791640850493,24.1310347047179,12.1325445243817,NA,NA
"74","2002","w1","rating",NA,7.33064515107314,2.75414242421166,2.7581627223737,NA,NA,NA,NA,0.828583685507196,1.0578411315884,NA,4.27567497199907,0.0242283916376962,0.27755559099177,NA,0.0024898733833386,19.9424195552011,9.05528773533504,NA,NA
"75","2001","w1","rating",NA,9.09247154168742,1.71702048364234,2.35643764329467,NA,NA,NA,NA,1.45046594698087,1.14307268605259,NA,4.04353918871893,0.0207648059187385,1.83500574019155,NA,0.00373338933365427,19.3823945009584,8.79726266185284,NA,NA
"76","2000","w1","rating",NA,15.5521450859189,4.1450205094301,4.3703181050778,NA,NA,NA,NA,1.76610138310391,1.65129502886946,NA,6.98204259679186,0.0305348866024865,2.861203482293,NA,0.00803759485982143,25.2210448203207,12.5339726899738,NA,NA
"77","1999","w1","rating",NA,8.95573535832989,4.23691041140878,3.78354387411809,18.5345546565798,NA,NA,NA,2.55264263241749,2.1856383937707,NA,7.13805370178528,0.0420078818417627,11.5921079247379,NA,0.00560183901547551,17.5399499078653,11.4492235336785,NA,NA
"78","1998","w1","rating",NA,6.10357031502875,2.87308077296402,3.41849120657028,NA,NA,NA,NA,1.31608261871713,1.49382190011332,NA,5.30029535114536,0.042032035634478,0.304095564868078,NA,0.00232741107620965,14.7949135030918,11.6231581979077,NA,NA
"79","1997","w1","rating",NA,6.69674210588762,4.23254557570507,4.2314930121456,NA,NA,NA,NA,1.92229902721921,1.55661690673982,NA,5.99413498991489,0.0442933945617146,1.00879825393711,NA,0.00220264544644062,14.1823302993751,12.6650934088247,NA,NA
"80","1996","w1","rating",NA,12.330061847199,9.80299787568844,NA,NA,NA,NA,NA,4.29662082753453,2.72317033511771,NA,10.6295807123823,0.0799875612303268,2.32317937521109,NA,0.00680815846857191,25.5443297913552,23.1015199207853,NA,NA
"81","1995","w1","rating",NA,5.72453855139347,2.95150016391596,NA,NA,NA,NA,NA,1.30984046663056,1.33149450834173,NA,4.84572981996005,0.0433417582643563,1.64094208457336,NA,0.00193898926838417,11.5925696985089,9.80892142560237,NA,NA
"82","1994","w1","rating",NA,6.59315721394369,3.92820668248137,NA,NA,NA,NA,NA,1.63578962915739,1.5116302396461,NA,5.11411330205648,0.0642695832752151,0.259113032210036,NA,0.00167628731214887,12.9689658356823,12.5981844545208,NA,NA
"83","1993","w1","rating",NA,5.98293913046209,2.64276468794497,NA,NA,NA,NA,NA,1.12827589593412,1.39790825495441,NA,4.47831237249437,0.212663463663916,0.201504427320481,NA,0.00225240066619803,12.2778663309403,11.6073061115738,NA,NA
"84","1992","w1","rating",NA,7.50178838750308,2.94394173759816,NA,NA,NA,NA,NA,1.39385152090094,1.74417176363319,NA,4.89121805193082,0.133892314096539,1.22849449975011,NA,0.00456439270798518,13.7614313617125,13.2422820446365,NA,NA
"85","1991","w1","rating",NA,8.84231609058106,3.40609700758556,NA,NA,NA,NA,NA,1.63320226643426,2.02559282446749,NA,5.26410545914513,0.121431026633361,5.33703570660999,NA,0.00913037693367516,14.6778408561491,13.9148438502886,NA,NA
"86","1990","w1","rating",NA,13.0388543245698,5.39896109614004,NA,NA,NA,NA,NA,4.00590412566632,2.88026861192533,NA,8.58877341615218,0.155513972984017,16.9321200323813,NA,0.0155719697018082,20.8387452005873,19.2239265042565,NA,NA
"87","1989","w1","rating",NA,7.03652978781061,3.82001073490367,NA,NA,NA,NA,NA,1.62144669377043,1.72326593719677,NA,5.22207620362293,0.10900030334892,3.55913257385244,NA,0.00480026850562087,11.5608205926679,11.563321495051,NA,NA
"88","1988","w1","rating",NA,5.35091595082589,2.49515655832546,NA,NA,NA,NA,NA,1.15841845610749,1.32963906474327,NA,4.01922131881994,0.0806645380465728,0.57925315172728,NA,0.00765358749429294,9.81892876662582,9.05690913811734,NA,NA
"89","1987","w1","rating",NA,7.56780030637237,2.6670591900713,NA,NA,NA,NA,NA,1.58017436286391,1.70092511159331,NA,5.18894729761124,0.129781852256104,0.620506683689206,NA,0.0140474328791707,13.7273314840809,12.9098112601758,NA,NA
"90","1986","w1","rating",NA,9.36978029481175,3.40663101733277,NA,NA,NA,NA,NA,1.62036963188898,2.08464250403725,NA,5.83902148124861,0.131023087153459,0.608047200844284,NA,0.0142922716500263,15.9259253535717,16.1877702089627,NA,NA
"91","1985","w1","rating",NA,5.28502853578557,2.74465973223946,NA,NA,NA,NA,NA,1.26378677444491,1.17916904506254,NA,3.56232012551645,0.0767728569913152,1.3298066762559,NA,0.00483469647830628,9.12807024831227,8.93389616336449,NA,NA
"92","1984","w1","rating",NA,11.0362805853486,4.63346534953584,NA,NA,NA,NA,NA,2.49492430469615,2.21778202761724,NA,6.53377034246155,0.0969757026090672,0.441433541463081,NA,0.0106286109430945,18.1501707809507,19.1358188286322,NA,NA
"93","1983","w1","rating",NA,8.61581148150849,3.56605750301953,NA,NA,NA,NA,NA,1.47049910846073,1.82955228096732,NA,5.23982775997271,0.0726101185798123,2.13291173645831,NA,0.00532786815365147,14.2488795996956,14.6264651770743,NA,NA
"94","1982","w1","rating",NA,9.96013991100936,3.45804129711287,NA,NA,NA,NA,NA,1.73217053402512,2.07975074502226,NA,5.43109090274014,0.113161737012494,2.31918792405325,NA,0.00436063187761655,15.5605043175978,16.1397909191249,NA,NA
"95","1981","w1","rating",NA,14.5512469081815,7.17199495325242,NA,NA,NA,NA,NA,2.44939443358426,3.03419131460123,NA,7.85451216917806,0.127958171237478,3.23895103887874,NA,0.00435913442197136,20.0409293588376,21.5211978295436,NA,NA
"96","1980","w1","rating",NA,9.87475248414759,3.99746209705789,NA,NA,NA,NA,NA,2.96213623375222,1.93478272206942,NA,4.83581903645995,0.0773707833397416,5.95278472767823,NA,0.00527820051978723,12.5964941317201,12.6670876853753,NA,NA
"97","1979","w1","rating",NA,9.78265055942977,4.01941623450438,NA,NA,NA,NA,NA,1.92929126258042,1.98097765719177,NA,4.77290244709,0.0609495864151761,2.58645907953304,NA,0.00891585475864154,12.1171187765536,14.6286973836954,NA,NA
"98","1978","w1","rating",NA,13.0794490270526,3.57357837281572,NA,NA,NA,NA,NA,3.58691839295765,2.43497407413598,NA,5.35321932873904,0.0549312089584488,3.92227086151431,NA,0.00927757509118158,16.863635601032,18.3174410670539,NA,NA
"99","1977","w1","rating",NA,12.8779834807749,3.26080735054177,NA,NA,NA,NA,NA,2.839701141895,2.45915312187639,NA,5.09927234320889,0.0519743651522178,8.72615852209424,NA,0.00287253269098815,14.5011251354528,14.7335752702506,NA,NA
"100","1976","w1","rating",NA,17.5890019753247,4.07395099972809,NA,NA,NA,NA,NA,3.71616606770566,3.41251905787402,NA,6.39939060272528,0.124640915813989,14.656403706308,NA,0.00727932819688136,18.7991686155335,21.3723672501767,NA,NA
"101","1975","w1","rating",NA,14.7023361953606,4.35738754727916,NA,NA,NA,NA,NA,3.39285260109322,3.02525769387124,NA,5.34779731434904,0.115353986051029,10.1209201532527,NA,0.00496626398475586,15.0230013401533,16.9782429655097,NA,NA
